"attack_id","attack_name","attack_type","attack_target","target_attribute","target_type","attack_value_type","attack_value","attack_effect_turn","attack_effect_value","attack_effect_value_type","pallet_change"
"5000108","…","900","0","0","0","0","0","0","0","0","0"
"5000109","…","4","15","0","0","0","0","5","700","9","0"
"5000110","…","102","0","0","0","0","0","2","50","9","0"
"5000111","…","101","1","0","0","0","0","2","100","2","0"
"5000112","…","4","13","0","0","0","0","3","400","9","0"
"5000113","…","5","11","0","0","0","0","2","0","0","0"
"5000114","…","5","12","0","0","0","0","2","0","0","0"
"5000115","…","4","12","0","0","0","0","3","200","9","0"
"5000201","汚れは受け付けないわ","102","0","0","0","9","0","9","80","5","0"
"5000202","茨で動けなくしてあげるっ！","5","11","0","0","0","0","2","0","0","0"
"5000203","可愛い服来て元気もアップよ！","101","5","0","0","9","0","1","120","6","0"
"5000204","もっと可愛い服欲しいな！やる気出しちゃうよ！","101","5","0","0","9","0","1","160","6","0"
"5000205","お菓子を食べたら身体も元通りだよ","104","5","0","0","0","0","0","0","0","0"
"5000206","汚れは受け付けないわ","102","0","0","0","9","0","9","95","9","0"
"5000207","ダメージカット！","102","0","0","0","9","0","9","80","9","0"
"5000208","茨で動けなくしてあげるっ！","5","11","0","0","0","0","3","0","0","0"
"5000209","可愛い服来て元気もアップよ！","101","5","0","0","9","0","1","140","6","0"
"5000210","もっと可愛い服欲しいな！やる気出しちゃうよ！","101","5","0","0","9","0","1","160","6","0"
"5000211","うーん良い感じ！やる気、最高潮よ！","101","5","0","0","9","0","1","180","6","0"
"5000212","汚れは受け付けないわ","102","0","0","0","9","0","9","98","9","0"
"5000213","お花をつみにきたのかな？","900","0","0","0","0","0","0","0","0","0"
"5000214","悪いことしにきたの？お仕置きしてやる！","900","0","0","0","0","0","0","0","0","0"
"5000215","お菓子を食べたら身体も元通りだよ","104","5","0","0","0","0","0","0","0","0"
"5000301","5","200","99","0","0","0","0","0","0","0","0"
"5000302","4","200","99","0","0","0","0","0","0","0","0"
"5000303","3","200","99","0","0","0","0","0","0","0","0"
"5000304","2","200","99","0","0","0","0","0","0","0","0"
"5000305","1","200","99","0","0","0","0","0","0","0","0"
"5000306","サヨナラだ！","1","99","0","0","9","10000","0","0","0","0"
"5000307","サヨナラだ！","1","99","0","0","9","15000","0","0","0","0"
"5000308","悪あがき、してみてよ","1","99","0","0","4","50","0","0","0","0"
"5000309","今宵こそは、あやかしの天下に！","5","12","0","0","0","0","2","0","0","0"
"5000310","まだまだいくよ！","5","12","0","0","2","100","2","0","0","0"
"5000311","我らあやかしの妖力、その目に焼きつけるがいい！","4","15","0","0","0","0","9","200","9","0"
"5000312","今宵こそは、あやかしの天下に！","5","12","0","0","0","0","2","0","0","0"
"5000313","まだまだいくよ！","5","12","0","0","2","100","2","0","0","0"
"5000314","我らあやかしの妖力、その目に焼きつけるがいい！","4","15","0","0","0","0","9","500","9","0"
"5000506",,"0","99","0","0","0","0","0","0","0","0"
"6000301","ここは通さないよ","101","0","0","0","0","0","2","150","2","0"
"6000302","あらあら、ようこそいらっしゃいましたー","900","99","0","0","0","0","0","0","0","0"
"6000303","ちょっとだけ、はりきっちゃいますわ","101","0","0","0","0","0","1","150","2","0"
"6000304","これならいかがでしょう？","900","99","0","0","0","0","1","0","0","0"
"6000305","耐え切ってみせてくださいませ！","2","99","0","0","2","400","0","0","0","0"
"6000306","強い方とお見受けしました！ということで……","1","99","0","0","2","150","0","0","0","0"
"6000307","強い方がいらっしゃるのは嬉しいですわ","1","99","0","0","2","120","0","0","0","0"
"6000308","はい、はい、私がお相手しますよ","900","99","0","0","0","0","0","0","0","0"
"6000309","これならどうでしょうかね？","2","99","0","0","2","200","0","0","0","0"
"6000310","これで安心ですわ","103","0","0","0","0","0","0","30","1","0"
"6000311","これで動けないだろう？","5","15","0","0","0","0","1","0","0","0"
"6000312","体力削らせてもらうよ！","2","99","0","0","4","70","0","0","0","0"
"6000313","僕と、この帽子の攻撃を耐えられるかい","2","0","0","0","2","150","0","0","0","0"
"6000314","耐え切ってみせてくださいませ！","2","99","0","0","2","200","0","0","0","0"
"6000315","財宝の回復力をみせてあげる","103","5","0","0","0","0","0","100000","9","0"
"6000316","この毒に耐えられるかい","4","15","0","0","0","0","3","600","9","0"
"6000317","僕と、この帽子の攻撃に耐えられるかい","7","99","0","0","2","60","0","2","0","0"
"6000318","僕と、この帽子の力を見せてあげるっ！","101","0","0","0","0","0","2","150","2","0"
"8000100","固定10万","1","99","0","0","9","100000","0","0","0","0"
"10000101",,"900","0","0","0","0","0","0","0","0","0"
"10000102","素材が欲しくば、我を倒してみよ!!","900","0","0","0","0","0","0","0","0","0"
"10000103","八咫烏の力を思い知れ！","900","0","0","0","0","0","0","0","0","0"
"10000104","素材？力づくで奪ってみるにゃん","1","99","0","0","4","40","0","0","0","0"
"10000105","お前に私の素材が取れるかな？","900","99","0","0","0","0","0","0","0","0"
"10001001","ケケケケケッ","1","99","0","0","4","40","0","0","0","0"
"10002002","見事素材を奪ってみるか？","900","99","0","0","0","0","0","0","0","0"
"10002003","あれ、こんな所にドロボウがいるぞ","900","99","0","0","0","0","0","0","0","0"
"10002004","素材？うん、持ってるけどあげないよ","1","99","0","0","4","30","0","0","0","0"
"10002005","八咫烏の力を思い知れ！","1","99","0","0","4","30","0","0","0","0"
"10003001","返り討ちにしちゃうぞ！","1","99","0","0","4","40","0","0","0","0"
"10003002","オイラと遊んでくれるのか？","1","99","0","0","4","40","0","0","0","0"
"10003003","ねぇ、キュウリ持ってないの？","1","99","0","0","4","40","0","0","0","0"
"10003004","ギッ、ギィィィ・・・","1","99","0","0","4","40","0","0","0","0"
"10003006","おまえ、なかなか強いな","1","99","0","0","4","40","0","0","0","0"
"11001004","むっむむっむっ……！","900","99","0","0","0","0","0","0","0","0"
"11001005","むっむむっむっ……！","900","99","0","0","0","0","0","0","0","0"
"20016001","ぴょん、ぴょん","1","99","0","0","2","100","0","0","0","0"
"20016002","うふふ、お注射しちゃいます？","103","0","0","0","2","100","0","7500","9","0"
"20016003","片付けないと気がすまないのよ","101","0","0","0","2","50","5","150","2","0"
"20016004","毎日の積み重ねの成果ね","7","99","0","0","2","50","0","2","0","0"
"20016005","僕の魔法、みんなを元気にするよ！","103","0","0","0","2","50","0","50","1","0"
"20016006","戦いは得意じゃないんだけどな……","102","0","0","0","2","50","5","50","0","0"
"20016007","え～～いっ","7","99","0","0","2","75","0","2","0","0"
"20016008","僕の魔法、見せてあがえるね！","101","0","0","2","50","0","5","150","1","0"
"20016010","うふふ、お注射しちゃいます？","103","0","0","0","2","100","0","17500","9","0"
"20016011","片付けないと気がすまないのよ","101","0","0","0","2","50","5","200","2","0"
"20016015","僕の魔法、見せてあげるね！","101","0","0","0","2","100","5","200","2","0"
"20016016","え～～いっ","1","99","0","0","2","100","0","0","0","0"
"20017001","俺の一撃は意外と痛いぜ？","7","99","0","0","2","50","0","2","0","0"
"20017002","ニタニタ笑いにゃご用心さ","5","15","0","0","2","100","1","0","0","0"
"20018001","兵隊！　兵隊はおらぬか？","7","99","0","0","2","50","0","3","0","0"
"20018002","よ、よく見るがよい！　えいや～っ","101","0","0","0","2","50","3","50","0","0"
"20018003","や、やっちゃうわ！","7","99","0","0","2","50","0","6","0","0"
"20018004","わらわの力、見るがよい！　むんっっ！！","101","0","0","0","2","100","3","100","0","0"
"50005001","水よ！我が前に集え！","5","11","0","0","0","0","5","0","0","0"
"50005002","お前ら悪いやつ","4","11","0","0","2","100","2","200","9","0"
"50005003","絶対許さない","4","15","0","0","0","0","5","300","9","0"
"50005004","嘘つきさんは許しませんわ","1","99","0","0","4","25","0","0","0","0"
"50005005","手ごわい嘘つきさんは念入りに……ねっ？","1","99","0","0","4","50","0","0","0","0"
"50005006","私の前に立つなんて勇気あるわね","5","12","0","0","0","0","3","0","0","0"
"50005007","仲間を傷つけるものは許さないわ","5","11","0","0","2","100","3","0","0","0"
"50005008","この調子でいくわよ","5","11","0","0","2","100","3","0","0","0"
"50005011","お前ら悪いやつ……","4","11","0","0","2","100","2","400","9","0"
"50005012","絶対に許さない","4","15","0","0","0","0","5","600","9","0"
"50005013","弱い子は下がってなさい","900","0","0","0","0","0","0","0","0","0"
"50005014","私の声に応えなさい","1","99","0","0","9","100000","0","0","0","0"
"50005015","私を怒らせないで","5","12","0","0","2","100","3","0","0","0"
"50009009","弱い子は下がってなさい","900","0","0","0","0","0","0","0","0","0"
"50009010","私の声に応えなさい","1","99","0","0","9","50000","0","0","0","0"
"70001001","敵オトギの先制攻撃","1","99","0","0","2","50","0","0","0","0"
"70001002","敵オトギの先制攻撃","1","99","0","0","2","100","0","0","0","0"
"70002001","敵の先制攻撃","1","99","0","0","4","30","0","0","0","0"
"70003001","敵の麻痺攻撃","5","12","0","0","2","100","1","0","0","0"
"70004001","敵オトギの先制攻撃","4","12","0","0","0","0","2","500","9","0"
"70004002","敵オトギの毒攻撃","4","12","0","0","2","100","2","500","9","0"
"70006001","敵オトギの先制攻撃","1","99","0","0","2","20","0","0","0","0"
"70006002","敵オトギの先制攻撃","1","99","0","0","2","40","0","0","0","0"
"70006003","敵オトギの先制攻撃","1","99","0","0","2","60","0","0","0","0"
"70007001","敵オトギの毒攻撃","4","14","0","0","0","0","4","1000","9","0"
"70007002","敵オトギの麻痺攻撃","5","14","0","0","0","0","4","0","0","0"
"70008001","敵オトギの全体麻痺攻撃","5","15","0","0","0","0","2","0","0","0"
"80001001","消え失せよ！","1","99","0","0","9","12500","0","0","0","0"
"80001002","悪く思わないでほしい","1","99","0","0","4","99","0","0","0","0"
"80001003","切られたくなかったら動かないことね！","5","12","0","0","2","100","3","0","0","0"
"80001004","月詠元宮","5","13","0","0","2","100","3","0","0","0"
"80001005","剛・強・無・双　手加減はありません","102","0","0","0","0","0","3","50","0","0"
"80001006","空・前・絶・後　後悔なさい","900","99","0","0","0","0","0","0","0","0"
"80001007","天・照・閃・光","2","99","0","0","9","100000","0","0","0","0"
"80001008","よけないでよね！","4","11","0","0","2","100","5","500","9","0"
"80001009","一緒に三柱神を倒しに行こう！","900","99","0","0","0","0","0","0","0","0"
"80001010","早く行こうよ！","900","99","0","0","0","0","0","0","0","0"
"80001011","炎光焦滅波","1","99","0","0","2","100","0","0","0","0"
"80001012","うなれっ天叢雲！！","1","99","0","0","2","100","0","0","0","0"
"80001013","ひざまずきなさい！","5","11","0","0","2","100","1","0","0","0"
"200150501","毒攻撃","4","1","0","0","2","100","3","500","9","0"
"200150502","一撃","1","99","0","0","9","100000","0","0","0","0"
"990001001","お前に世界を救う覚悟はあるか！","900","99","0","0","0","0","0","0","0","0"
"990001002","なるほど…お前の覚悟は見届けたぞ","900","99","0","0","0","0","0","0","0","0"
"990002001","さて、まずは俺の試練だ。業火の炎に耐えられるか？","900","99","0","0","0","0","0","0","0","0"
"990002002","ふむ、中々の強者のようだな","900","99","0","0","0","0","0","0","0","0"
"990003001","沈みなさい。海の底へ","900","99","0","0","0","0","0","0","0","0"
"990003002","ふふ。私程度では相手になりませんね","900","99","0","0","0","0","0","0","0","0"
"990004001","最後の試練です。簡単には認めませんよ","900","99","0","0","0","0","0","0","0","0"
"990004002","貴方の旅路に風の祝福のあらんことを","900","99","0","0","0","0","0","0","0","0"
"990005001","我は地獄の門番。ここより先は行き止まりだ！","900","99","0","0","0","0","0","0","0","0"
"990005002","お見事である。だが最後まで気を抜くな！","900","99","0","0","0","0","0","0","0","0"
"990006001","貴様では役不足だ！　失せろ人間！","900","99","0","0","0","0","0","0","0","0"
"990006002","…何だと？　この私が人間ごときに押されている？","900","99","0","0","0","0","0","0","0","0"
"990007001","オマエ敵！　敵タオス！","900","99","0","0","0","0","0","0","0","0"
"990007002","…ウウウゥ！　許サナイィ！","900","99","0","0","0","0","0","0","0","0"
"990008001","あら、ちょうどいい実験動物発見ね","900","99","0","0","0","0","0","0","0","0"
"990008002","…ッ！？　何、何なの？　お前！","900","99","0","0","0","0","0","0","0","0"
"990009001","踊れや踊れ！　踊る阿呆に見る阿呆！","900","99","0","0","0","0","0","0","0","0"
"990009002","…邪魔だ！　私の踊りの邪魔をするなぁ！","900","99","0","0","0","0","0","0","0","0"
"990010001","お前さん、不用心だねぇ","900","99","0","0","0","0","0","0","0","0"
"990010002","…こりゃあ、下手をこいたなぁ","900","99","0","0","0","0","0","0","0","0"
"990011001","あぁあぁぁぁ！！！　ああああああああああああ！！！","900","99","0","0","0","0","0","0","0","0"
"990011002","…逃がさないぃ！　お前は絶対にぃ！！！","900","99","0","0","0","0","0","0","0","0"
"990012001","私の領域を踏み荒らす者許すべからず","900","99","0","0","0","0","0","0","0","0"
"990012002","…これでようやく帰れるのか","900","99","0","0","0","0","0","0","0","0"
"990013001","眠りましょう？　永遠に","900","99","0","0","0","0","0","0","0","0"
"990013002","…痛いのは嫌。だから私はみんなを…","900","99","0","0","0","0","0","0","0","0"
"990014001","まさかここまで来るとはな、これが最後の問いだ！","900","99","0","0","0","0","0","0","0","0"
"990014002","今ならまだ引き返せるのだぞ、人間…！","900","99","0","0","0","0","0","0","0","0"
"990015001","ガルルルゥゥゥ！　人間が何の用だ？","900","99","0","0","0","0","0","0","0","0"
"990015002","…ここは？　俺は一体…？","900","99","0","0","0","0","0","0","0","0"
"990016001","死者への舞を披露してやろうぞ","900","99","0","0","0","0","0","0","0","0"
"990016002","…貴様ぁ！　ぬけぬけと！","900","99","0","0","0","0","0","0","0","0"
"990017001","侵入者発見。これより撃退行動に移行します","900","99","0","0","0","0","0","0","0","0"
"990017002","…マスター、マスター、マスター…","900","99","0","0","0","0","0","0","0","0"
"990018001","女王の前にひれ伏しなさい。人間よ","900","99","0","0","0","0","0","0","0","0"
"990018002","…逃げて、貴方は…","900","99","0","0","0","0","0","0","0","0"
"990019001","神々の怒りを受けよ！","900","99","0","0","0","0","0","0","0","0"
"990019002","…通さぬぞ、ここは我が守護する山脈だ","900","99","0","0","0","0","0","0","0","0"
"990020001","小さき者よ。失せよ","900","99","0","0","0","0","0","0","0","0"
"990020002","…ぬう、そうか。これが現実なのか","900","99","0","0","0","0","0","0","0","0"
"990021001","お兄ちゃんの敵は私の敵なんだから！","900","99","0","0","0","0","0","0","0","0"
"990021002","…痛いよぅ、助けてよぅ。お兄…ちゃん？","900","99","0","0","0","0","0","0","0","0"
"990022001","人間ノ器デ私ニ挑ムトハ","900","99","0","0","0","0","0","0","0","0"
"990022002","…エラー、最終防衛ライン、エラー…","900","99","0","0","0","0","0","0","0","0"
